date,region,product,channel,customer_segment,revenue,inventory_available,stockout_rate,delivery_delay_rate,customer_complaints,units_sold,unit_price
2025-05-01,North,Product A,Retail,Enterprise,15508.12,0.916,0.0326,0.0379,2.33,159.11,97.47
2025-05-01,North,Product A,Retail,SMB,10459.46,0.9505,0.0238,0.0258,0.86,104.76,99.84
2025-05-01,North,Product A,Distributor,Enterprise,18249.87,0.9065,0.0214,0.0353,1.99,181.42,100.59
2025-05-01,North,Product A,Distributor,SMB,11117.36,0.9191,0.0289,0.0465,1.27,112.23,99.06
2025-05-01,North,Product B,Retail,Enterprise,16111.54,0.9178,0.0193,0.0325,1.29,133.98,120.25
2025-05-01,North,Product B,Retail,SMB,10202.0,0.9409,0.0171,0.0402,0.91,84.81,120.29
2025-05-01,North,Product B,Distributor,Enterprise,18961.2,0.9082,0.0187,0.0402,2.41,158.04,119.98
2025-05-01,North,Product B,Distributor,SMB,11236.11,0.9478,0.0242,0.0444,0.77,93.15,120.62
2025-05-01,North,Product C,Retail,Enterprise,15834.87,0.8948,0.0297,0.0321,1.16,115.92,136.6
2025-05-01,North,Product C,Retail,SMB,9695.36,0.9274,0.0214,0.043,1.08,70.75,137.04
2025-05-01,North,Product C,Distributor,Enterprise,19052.52,0.9537,0.0197,0.0396,2.19,135.6,140.5
2025-05-01,North,Product C,Distributor,SMB,13106.23,0.9253,0.0318,0.0441,1.25,95.66,137.01
2025-05-01,North,Product D,Retail,Enterprise,15456.46,0.9343,0.0237,0.0397,1.74,141.33,109.37
2025-05-01,North,Product D,Retail,SMB,10151.23,0.9737,0.0161,0.0426,0.72,91.55,110.88
2025-05-01,North,Product D,Distributor,Enterprise,18345.91,0.9414,0.0309,0.0415,2.57,166.66,110.08
2025-05-01,North,Product D,Distributor,SMB,10976.76,0.9356,0.0304,0.0302,0.75,97.46,112.62
2025-05-01,South,Product A,Retail,Enterprise,13487.16,0.9342,0.0304,0.0259,2.11,134.91,99.97
2025-05-01,South,Product A,Retail,SMB,8921.88,0.9079,0.0275,0.0207,1.4,89.49,99.69
2025-05-01,South,Product A,Distributor,Enterprise,14696.01,0.9282,0.0308,0.0386,1.42,146.84,100.08
2025-05-01,South,Product A,Distributor,SMB,10225.13,0.938,0.0231,0.0381,0.42,100.34,101.91
2025-05-01,South,Product B,Retail,Enterprise,13943.55,0.9413,0.0256,0.0591,0.88,119.35,116.83
2025-05-01,South,Product B,Retail,SMB,9582.44,0.9479,0.0215,0.0418,0.93,77.76,123.24
2025-05-01,South,Product B,Distributor,Enterprise,16199.4,0.9287,0.017,0.0411,1.86,136.42,118.74
2025-05-01,South,Product B,Distributor,SMB,10406.39,0.9448,0.0268,0.0342,0.93,88.87,117.09
2025-05-01,South,Product C,Retail,Enterprise,12837.51,0.9219,0.0311,0.0349,1.44,93.13,137.85
2025-05-01,South,Product C,Retail,SMB,9049.06,0.9279,0.0294,0.0357,0.0,64.4,140.52
2025-05-01,South,Product C,Distributor,Enterprise,15112.89,0.9113,0.0271,0.0363,2.49,108.82,138.88
2025-05-01,South,Product C,Distributor,SMB,9614.08,0.9131,0.0225,0.0411,0.0,68.46,140.43
2025-05-01,South,Product D,Retail,Enterprise,14049.6,0.9232,0.0263,0.0482,1.41,124.18,113.14
2025-05-01,South,Product D,Retail,SMB,8403.12,0.9396,0.0244,0.0319,1.01,79.09,106.25
2025-05-01,South,Product D,Distributor,Enterprise,15117.06,0.9391,0.0183,0.0484,0.96,138.53,109.13
2025-05-01,South,Product D,Distributor,SMB,10296.77,0.9469,0.0255,0.0325,0.83,90.98,113.17
2025-05-01,East,Product A,Retail,Enterprise,14875.03,0.9286,0.0248,0.0383,1.06,148.67,100.06
2025-05-01,East,Product A,Retail,SMB,9760.52,0.9095,0.0241,0.0334,1.21,96.28,101.37
2025-05-01,East,Product A,Distributor,Enterprise,17233.85,0.9376,0.0184,0.0454,1.64,168.6,102.22
2025-05-01,East,Product A,Distributor,SMB,11133.35,0.9226,0.0295,0.0338,1.02,110.81,100.47
2025-05-01,East,Product B,Retail,Enterprise,15048.92,0.9465,0.0281,0.0537,2.65,126.48,118.98
2025-05-01,East,Product B,Retail,SMB,9772.9,0.9124,0.0211,0.035,0.45,81.35,120.13
2025-05-01,East,Product B,Distributor,Enterprise,17238.73,0.9117,0.0292,0.0327,3.13,143.97,119.74
2025-05-01,East,Product B,Distributor,SMB,11679.94,0.9106,0.0335,0.049,1.32,97.23,120.13
2025-05-01,East,Product C,Retail,Enterprise,14674.99,0.9132,0.0323,0.0465,1.3,104.49,140.44
2025-05-01,East,Product C,Retail,SMB,8547.58,0.9403,0.0311,0.0489,0.0,61.97,137.93
2025-05-01,East,Product C,Distributor,Enterprise,18394.33,0.9051,0.025,0.0422,1.4,129.42,142.13
2025-05-01,East,Product C,Distributor,SMB,10589.66,0.9251,0.0243,0.0355,0.69,76.01,139.32
2025-05-01,East,Product D,Retail,Enterprise,15030.87,0.9254,0.023,0.0407,0.67,135.74,110.73
2025-05-01,East,Product D,Retail,SMB,10231.35,0.9306,0.0298,0.0244,0.13,93.01,110.0
2025-05-01,East,Product D,Distributor,Enterprise,17345.39,0.9326,0.0227,0.0453,2.36,157.7,109.99
2025-05-01,East,Product D,Distributor,SMB,11684.73,0.8984,0.0288,0.0498,1.6,106.64,109.57
2025-05-01,West,Product A,Retail,Enterprise,13822.31,0.9429,0.0328,0.033,1.53,136.84,101.01
2025-05-01,West,Product A,Retail,SMB,9797.95,0.9132,0.0271,0.0446,1.22,97.9,100.09
2025-05-01,West,Product A,Distributor,Enterprise,16288.74,0.9522,0.0205,0.0353,1.97,163.52,99.61
2025-05-01,West,Product A,Distributor,SMB,11014.67,0.9103,0.0148,0.0403,0.79,112.68,97.75
2025-05-01,West,Product B,Retail,Enterprise,14744.13,0.9204,0.0262,0.0376,1.8,121.66,121.19
2025-05-01,West,Product B,Retail,SMB,10066.18,0.9275,0.0302,0.0431,0.32,84.76,118.75
2025-05-01,West,Product B,Distributor,Enterprise,17164.03,0.9512,0.0301,0.0423,1.82,145.4,118.05
2025-05-01,West,Product B,Distributor,SMB,11358.71,0.9244,0.0262,0.047,0.84,93.7,121.22
2025-05-01,West,Product C,Retail,Enterprise,14140.73,0.914,0.0159,0.0458,2.14,102.85,137.49
2025-05-01,West,Product C,Retail,SMB,10618.93,0.9409,0.0321,0.0363,0.98,77.75,136.59
2025-05-01,West,Product C,Distributor,Enterprise,15711.61,0.914,0.026,0.0275,1.61,111.78,140.56
2025-05-01,West,Product C,Distributor,SMB,11944.85,0.9129,0.0142,0.0379,0.75,86.33,138.36
2025-05-01,West,Product D,Retail,Enterprise,13479.45,0.9233,0.0196,0.0356,2.0,121.71,110.75
2025-05-01,West,Product D,Retail,SMB,9806.8,0.9393,0.0192,0.0403,1.15,89.33,109.79
2025-05-01,West,Product D,Distributor,Enterprise,16224.64,0.9183,0.0275,0.0444,0.3,146.54,110.72
2025-05-01,West,Product D,Distributor,SMB,11044.11,0.9208,0.0301,0.0375,0.53,105.21,104.97
2025-06-01,North,Product A,Retail,Enterprise,15438.82,0.9012,0.0306,0.0396,1.23,152.05,101.54
2025-06-01,North,Product A,Retail,SMB,10053.65,0.943,0.0287,0.0262,1.02,102.09,98.47
2025-06-01,North,Product A,Distributor,Enterprise,18025.7,0.9097,0.033,0.0397,1.54,176.83,101.94
2025-06-01,North,Product A,Distributor,SMB,11596.36,0.9109,0.0255,0.0302,0.32,117.37,98.8
2025-06-01,North,Product B,Retail,Enterprise,15870.15,0.9187,0.0205,0.033,2.63,135.93,116.75
2025-06-01,North,Product B,Retail,SMB,11100.59,0.9034,0.0217,0.0417,0.59,92.17,120.44
2025-06-01,North,Product B,Distributor,Enterprise,19211.79,0.9257,0.0221,0.0413,1.64,163.04,117.84
2025-06-01,North,Product B,Distributor,SMB,12473.07,0.919,0.0274,0.0419,1.21,104.31,119.57
2025-06-01,North,Product C,Retail,Enterprise,16431.75,0.9265,0.0235,0.0408,2.24,115.98,141.67
2025-06-01,North,Product C,Retail,SMB,10204.28,0.9016,0.0261,0.0526,1.11,72.06,141.62
2025-06-01,North,Product C,Distributor,Enterprise,18978.45,0.9305,0.0237,0.0337,1.5,136.71,138.82
2025-06-01,North,Product C,Distributor,SMB,12671.29,0.9179,0.0182,0.0431,1.37,91.56,138.39
2025-06-01,North,Product D,Retail,Enterprise,16241.94,0.9313,0.027,0.0424,1.7,145.55,111.59
2025-06-01,North,Product D,Retail,SMB,10638.52,0.9232,0.0217,0.0435,1.25,93.6,113.65
2025-06-01,North,Product D,Distributor,Enterprise,17787.1,0.9286,0.0194,0.0495,2.22,159.02,111.85
2025-06-01,North,Product D,Distributor,SMB,11787.34,0.9399,0.0249,0.0527,1.33,104.38,112.93
2025-06-01,South,Product A,Retail,Enterprise,13454.91,0.9387,0.0274,0.0401,1.24,135.9,99.01
2025-06-01,South,Product A,Retail,SMB,9124.44,0.91,0.0176,0.0445,0.0,91.34,99.9
2025-06-01,South,Product A,Distributor,Enterprise,15633.87,0.9496,0.0225,0.0453,1.69,157.47,99.28
2025-06-01,South,Product A,Distributor,SMB,10602.16,0.9231,0.03,0.0321,1.41,104.86,101.11
2025-06-01,South,Product B,Retail,Enterprise,14984.21,0.9587,0.0212,0.029,0.99,123.64,121.19
2025-06-01,South,Product B,Retail,SMB,9992.83,0.9315,0.0194,0.0461,0.38,82.66,120.9
2025-06-01,South,Product B,Distributor,Enterprise,17855.52,0.9355,0.0279,0.0361,0.81,142.68,125.14
2025-06-01,South,Product B,Distributor,SMB,10415.63,0.9083,0.0336,0.0422,1.25,88.24,118.03
2025-06-01,South,Product C,Retail,Enterprise,14030.94,0.9445,0.0248,0.0442,1.11,100.48,139.64
2025-06-01,South,Product C,Retail,SMB,9087.07,0.9003,0.0237,0.0405,0.15,66.31,137.05
2025-06-01,South,Product C,Distributor,Enterprise,16415.38,0.8977,0.0204,0.0433,1.6,117.16,140.11
2025-06-01,South,Product C,Distributor,SMB,10167.39,0.9453,0.0289,0.0392,0.64,72.45,140.33
2025-06-01,South,Product D,Retail,Enterprise,13464.6,0.9329,0.0281,0.0411,1.87,121.55,110.77
2025-06-01,South,Product D,Retail,SMB,9304.88,0.9431,0.021,0.0255,1.78,83.61,111.29
2025-06-01,South,Product D,Distributor,Enterprise,15506.31,0.9193,0.0289,0.0378,1.48,144.69,107.17
2025-06-01,South,Product D,Distributor,SMB,11109.48,0.918,0.0261,0.0431,1.48,102.61,108.27
2025-06-01,East,Product A,Retail,Enterprise,15537.27,0.9373,0.0237,0.0405,1.91,154.91,100.3
2025-06-01,East,Product A,Retail,SMB,10248.62,0.9383,0.0252,0.0335,1.25,101.31,101.16
2025-06-01,East,Product A,Distributor,Enterprise,17326.89,0.9631,0.0224,0.0434,2.61,172.77,100.29
2025-06-01,East,Product A,Distributor,SMB,11982.17,0.9243,0.0266,0.0336,1.21,115.76,103.51
2025-06-01,East,Product B,Retail,Enterprise,16138.95,0.9348,0.0313,0.0392,1.43,132.81,121.52
2025-06-01,East,Product B,Retail,SMB,12219.08,0.9192,0.0215,0.0325,1.68,101.23,120.71
2025-06-01,East,Product B,Distributor,Enterprise,17971.01,0.929,0.0287,0.0332,1.26,149.47,120.23
2025-06-01,East,Product B,Distributor,SMB,12348.48,0.935,0.021,0.0454,0.85,101.98,121.08
2025-06-01,East,Product C,Retail,Enterprise,15203.84,0.9495,0.0282,0.0448,1.95,110.16,138.02
2025-06-01,East,Product C,Retail,SMB,12173.39,0.9189,0.0219,0.0332,0.53,89.24,136.41
2025-06-01,East,Product C,Distributor,Enterprise,17618.12,0.935,0.0253,0.0438,1.79,128.18,137.45
2025-06-01,East,Product C,Distributor,SMB,12455.53,0.9618,0.0262,0.0251,0.57,89.47,139.22
2025-06-01,East,Product D,Retail,Enterprise,14207.22,0.9282,0.0227,0.0561,1.82,129.12,110.03
2025-06-01,East,Product D,Retail,SMB,10359.82,0.915,0.0252,0.0414,0.22,95.51,108.46
2025-06-01,East,Product D,Distributor,Enterprise,17339.41,0.9268,0.0209,0.0357,1.8,157.6,110.02
2025-06-01,East,Product D,Distributor,SMB,11779.12,0.9462,0.0235,0.0364,1.49,106.12,111.0
2025-06-01,West,Product A,Retail,Enterprise,14529.7,0.9419,0.0299,0.0503,2.64,146.25,99.35
2025-06-01,West,Product A,Retail,SMB,9115.04,0.9302,0.0245,0.0348,0.35,91.13,100.02
2025-06-01,West,Product A,Distributor,Enterprise,16323.47,0.9313,0.021,0.0312,2.1,165.14,98.85
2025-06-01,West,Product A,Distributor,SMB,11149.81,0.9628,0.0264,0.0439,0.79,110.54,100.87
2025-06-01,West,Product B,Retail,Enterprise,14602.01,0.9161,0.0198,0.0397,1.38,118.86,122.85
2025-06-01,West,Product B,Retail,SMB,9438.79,0.9484,0.021,0.0289,1.42,79.02,119.45
2025-06-01,West,Product B,Distributor,Enterprise,17422.52,0.9063,0.0213,0.0396,2.34,146.55,118.88
2025-06-01,West,Product B,Distributor,SMB,10891.45,0.9401,0.0131,0.0483,0.5,90.88,119.85
2025-06-01,West,Product C,Retail,Enterprise,15324.4,0.9463,0.0278,0.021,0.92,109.06,140.52
2025-06-01,West,Product C,Retail,SMB,10090.81,0.9372,0.0289,0.0449,0.76,72.29,139.59
2025-06-01,West,Product C,Distributor,Enterprise,15889.09,0.9362,0.0195,0.0451,1.83,114.27,139.04
2025-06-01,West,Product C,Distributor,SMB,11082.19,0.9108,0.0344,0.0356,0.0,82.97,133.57
2025-06-01,West,Product D,Retail,Enterprise,15121.27,0.9466,0.0264,0.0437,1.83,137.44,110.02
2025-06-01,West,Product D,Retail,SMB,10351.46,0.9446,0.0171,0.0436,1.66,91.0,113.76
2025-06-01,West,Product D,Distributor,Enterprise,17155.68,0.9475,0.0296,0.0606,1.51,156.97,109.3
2025-06-01,West,Product D,Distributor,SMB,10741.17,0.9226,0.0205,0.0179,0.96,98.1,109.49
2025-07-01,North,Product A,Retail,Enterprise,16112.72,0.959,0.0251,0.0503,2.08,162.33,99.26
2025-07-01,North,Product A,Retail,SMB,11158.5,0.9505,0.0253,0.044,1.52,111.12,100.42
2025-07-01,North,Product A,Distributor,Enterprise,18422.45,0.9635,0.0236,0.0434,2.83,183.11,100.61
2025-07-01,North,Product A,Distributor,SMB,12875.96,0.8942,0.0276,0.0222,2.28,128.74,100.02
2025-07-01,North,Product B,Retail,Enterprise,17206.42,0.9165,0.0172,0.0421,1.68,141.27,121.8
2025-07-01,North,Product B,Retail,SMB,10952.66,0.9715,0.0292,0.0484,1.52,91.16,120.15
2025-07-01,North,Product B,Distributor,Enterprise,20208.02,0.8992,0.0241,0.0465,1.54,168.88,119.66
2025-07-01,North,Product B,Distributor,SMB,12679.97,0.9525,0.0287,0.0452,1.59,106.77,118.75
2025-07-01,North,Product C,Retail,Enterprise,16874.32,0.9122,0.0141,0.0412,1.6,120.17,140.41
2025-07-01,North,Product C,Retail,SMB,12364.91,0.9535,0.02,0.0372,1.28,86.29,143.3
2025-07-01,North,Product C,Distributor,Enterprise,21620.03,0.9468,0.0231,0.0329,2.21,151.07,143.11
2025-07-01,North,Product C,Distributor,SMB,12104.84,0.9283,0.033,0.0372,0.0,86.77,139.5
2025-07-01,North,Product D,Retail,Enterprise,16286.73,0.9306,0.0246,0.0378,2.19,149.63,108.85
2025-07-01,North,Product D,Retail,SMB,9867.71,0.9403,0.0219,0.0271,1.42,90.41,109.15
2025-07-01,North,Product D,Distributor,Enterprise,19213.87,0.9006,0.0285,0.0267,2.25,174.79,109.93
2025-07-01,North,Product D,Distributor,SMB,11710.65,0.9234,0.0241,0.0348,1.59,108.35,108.09
2025-07-01,South,Product A,Retail,Enterprise,13837.22,0.9342,0.0215,0.0331,0.81,136.37,101.47
2025-07-01,South,Product A,Retail,SMB,9335.28,0.8944,0.0223,0.0328,1.91,93.85,99.47
2025-07-01,South,Product A,Distributor,Enterprise,14761.13,0.9466,0.0318,0.034,1.49,150.87,97.84
2025-07-01,South,Product A,Distributor,SMB,10552.26,0.9021,0.0236,0.0524,1.09,109.34,96.51
2025-07-01,South,Product B,Retail,Enterprise,14861.83,0.9616,0.0221,0.0399,2.37,121.78,122.04
2025-07-01,South,Product B,Retail,SMB,8923.97,0.9147,0.0255,0.0381,0.4,73.24,121.85
2025-07-01,South,Product B,Distributor,Enterprise,16212.73,0.9449,0.0244,0.0406,1.9,134.55,120.5
2025-07-01,South,Product B,Distributor,SMB,10691.45,0.9423,0.038,0.037,0.83,88.12,121.33
2025-07-01,South,Product C,Retail,Enterprise,15276.43,0.922,0.023,0.0443,0.88,107.79,141.72
2025-07-01,South,Product C,Retail,SMB,9427.1,0.9449,0.022,0.0253,0.0,67.25,140.19
2025-07-01,South,Product C,Distributor,Enterprise,15541.78,0.9277,0.0191,0.0344,0.97,113.24,137.24
2025-07-01,South,Product C,Distributor,SMB,11063.96,0.9399,0.0251,0.0363,0.71,77.49,142.78
2025-07-01,South,Product D,Retail,Enterprise,14279.55,0.9164,0.0252,0.0237,1.65,128.69,110.96
2025-07-01,South,Product D,Retail,SMB,9695.11,0.9572,0.0206,0.0417,1.04,88.51,109.54
2025-07-01,South,Product D,Distributor,Enterprise,15988.91,0.9316,0.0292,0.051,1.75,145.6,109.81
2025-07-01,South,Product D,Distributor,SMB,11045.28,0.9415,0.0212,0.0487,2.32,101.48,108.84
2025-07-01,East,Product A,Retail,Enterprise,14755.84,0.9218,0.0312,0.0444,1.96,152.58,96.71
2025-07-01,East,Product A,Retail,SMB,10794.66,0.9483,0.0296,0.0522,1.47,107.17,100.73
2025-07-01,East,Product A,Distributor,Enterprise,17985.86,0.921,0.0335,0.0417,2.57,180.69,99.54
2025-07-01,East,Product A,Distributor,SMB,11702.32,0.9302,0.0322,0.0444,0.56,118.06,99.12
2025-07-01,East,Product B,Retail,Enterprise,16382.02,0.9268,0.016,0.0551,1.94,132.96,123.21
2025-07-01,East,Product B,Retail,SMB,10621.56,0.9462,0.0223,0.0492,1.34,89.01,119.33
2025-07-01,East,Product B,Distributor,Enterprise,18684.8,0.9274,0.0302,0.0331,1.05,155.37,120.26
2025-07-01,East,Product B,Distributor,SMB,12820.45,0.9372,0.027,0.0374,1.66,105.83,121.14
2025-07-01,East,Product C,Retail,Enterprise,15935.42,0.9253,0.0351,0.0261,1.63,114.66,138.98
2025-07-01,East,Product C,Retail,SMB,9532.19,0.9235,0.0146,0.0431,0.63,68.2,139.77
2025-07-01,East,Product C,Distributor,Enterprise,17242.29,0.9515,0.0325,0.0429,1.48,121.63,141.76
2025-07-01,East,Product C,Distributor,SMB,13595.9,0.947,0.0203,0.0416,1.36,94.72,143.53
2025-07-01,East,Product D,Retail,Enterprise,14552.78,0.9641,0.0282,0.0518,1.67,131.37,110.77
2025-07-01,East,Product D,Retail,SMB,10315.94,0.9178,0.0202,0.0501,1.81,93.25,110.63
2025-07-01,East,Product D,Distributor,Enterprise,17468.18,0.9287,0.0267,0.0437,2.38,156.53,111.6
2025-07-01,East,Product D,Distributor,SMB,12139.13,0.9346,0.0281,0.0333,2.38,108.07,112.33
2025-07-01,West,Product A,Retail,Enterprise,14982.67,0.9059,0.0209,0.0499,1.92,148.24,101.07
2025-07-01,West,Product A,Retail,SMB,8905.83,0.9218,0.0321,0.0393,1.15,87.69,101.56
2025-07-01,West,Product A,Distributor,Enterprise,17133.27,0.9151,0.024,0.0466,1.42,173.67,98.65
2025-07-01,West,Product A,Distributor,SMB,10478.94,0.921,0.023,0.0251,0.9,103.51,101.24
2025-07-01,West,Product B,Retail,Enterprise,15527.85,0.9184,0.0333,0.0345,1.19,127.62,121.67
2025-07-01,West,Product B,Retail,SMB,11170.18,0.9217,0.0242,0.0508,1.85,92.79,120.38
2025-07-01,West,Product B,Distributor,Enterprise,17115.5,0.9314,0.0201,0.0396,1.72,142.72,119.92
2025-07-01,West,Product B,Distributor,SMB,12653.54,0.9251,0.0239,0.0453,0.95,103.57,122.17
2025-07-01,West,Product C,Retail,Enterprise,15709.98,0.9155,0.0202,0.0516,1.27,112.36,139.82
2025-07-01,West,Product C,Retail,SMB,11273.17,0.9344,0.037,0.0315,0.02,81.15,138.92
2025-07-01,West,Product C,Distributor,Enterprise,18287.44,0.9297,0.0221,0.0421,1.11,132.26,138.26
2025-07-01,West,Product C,Distributor,SMB,11696.75,0.9149,0.0215,0.0372,0.28,82.99,140.94
2025-07-01,West,Product D,Retail,Enterprise,14504.18,0.924,0.0236,0.0398,1.25,131.62,110.2
2025-07-01,West,Product D,Retail,SMB,10406.71,0.923,0.0274,0.0381,1.29,92.61,112.37
2025-07-01,West,Product D,Distributor,Enterprise,17914.23,0.9034,0.0273,0.0499,1.83,161.62,110.84
2025-07-01,West,Product D,Distributor,SMB,11703.45,0.9077,0.0257,0.0259,1.17,107.51,108.86
2025-08-01,North,Product A,Retail,Enterprise,16315.68,0.9108,0.0198,0.0395,1.83,167.97,97.14
2025-08-01,North,Product A,Retail,SMB,11632.7,0.9374,0.0257,0.0431,0.95,114.69,101.43
2025-08-01,North,Product A,Distributor,Enterprise,18688.03,0.9425,0.0309,0.0417,2.19,190.05,98.33
2025-08-01,North,Product A,Distributor,SMB,12044.29,0.9345,0.0244,0.0396,1.86,125.84,95.71
2025-08-01,North,Product B,Retail,Enterprise,16626.92,0.9279,0.0253,0.0409,1.77,140.97,117.95
2025-08-01,North,Product B,Retail,SMB,11736.66,0.9326,0.0314,0.0261,1.28,99.43,118.05
2025-08-01,North,Product B,Distributor,Enterprise,19047.53,0.9164,0.0242,0.0547,1.28,159.62,119.33
2025-08-01,North,Product B,Distributor,SMB,12061.5,0.9559,0.0227,0.0398,1.03,102.51,117.66
2025-08-01,North,Product C,Retail,Enterprise,16242.51,0.9669,0.032,0.0332,1.72,116.43,139.51
2025-08-01,North,Product C,Retail,SMB,10439.55,0.9453,0.0308,0.0484,0.68,76.61,136.27
2025-08-01,North,Product C,Distributor,Enterprise,19606.57,0.9359,0.023,0.027,1.72,138.49,141.57
2025-08-01,North,Product C,Distributor,SMB,13511.66,0.9396,0.0267,0.046,1.62,98.28,137.49
2025-08-01,North,Product D,Retail,Enterprise,15520.29,0.922,0.0294,0.0357,1.39,144.6,107.33
2025-08-01,North,Product D,Retail,SMB,10116.09,0.9424,0.0288,0.0477,1.36,89.61,112.89
2025-08-01,North,Product D,Distributor,Enterprise,18551.18,0.9236,0.0382,0.0444,1.8,169.06,109.73
2025-08-01,North,Product D,Distributor,SMB,12550.29,0.9526,0.0217,0.044,1.92,115.85,108.33
2025-08-01,South,Product A,Retail,Enterprise,14163.11,0.9302,0.0247,0.0354,1.47,141.43,100.14
2025-08-01,South,Product A,Retail,SMB,10023.91,0.9182,0.0224,0.0488,1.54,100.4,99.84
2025-08-01,South,Product A,Distributor,Enterprise,16260.4,0.9386,0.0218,0.0379,2.44,163.23,99.61
2025-08-01,South,Product A,Distributor,SMB,10968.7,0.9172,0.0255,0.0538,0.38,111.33,98.53
2025-08-01,South,Product B,Retail,Enterprise,14509.43,0.9205,0.0232,0.0366,1.21,123.46,117.52
2025-08-01,South,Product B,Retail,SMB,9691.37,0.9081,0.0289,0.046,1.4,81.42,119.04
2025-08-01,South,Product B,Distributor,Enterprise,15992.4,0.9401,0.0198,0.0401,1.53,132.68,120.54
2025-08-01,South,Product B,Distributor,SMB,12691.69,0.905,0.0375,0.0327,1.72,102.8,123.46
2025-08-01,South,Product C,Retail,Enterprise,15098.65,0.9374,0.0245,0.0444,1.43,109.48,137.91
2025-08-01,South,Product C,Retail,SMB,10614.91,0.9275,0.0305,0.0446,1.27,75.74,140.16
2025-08-01,South,Product C,Distributor,Enterprise,16123.42,0.9215,0.0219,0.0463,1.89,117.0,137.8
2025-08-01,South,Product C,Distributor,SMB,11360.43,0.9505,0.0262,0.0334,1.74,79.44,143.0
2025-08-01,South,Product D,Retail,Enterprise,14059.94,0.9249,0.0206,0.0283,1.85,127.58,110.21
2025-08-01,South,Product D,Retail,SMB,9357.7,0.9137,0.0187,0.0441,1.74,81.34,115.05
2025-08-01,South,Product D,Distributor,Enterprise,16351.67,0.9023,0.0216,0.0314,0.82,147.39,110.94
2025-08-01,South,Product D,Distributor,SMB,10484.01,0.9102,0.0223,0.0333,1.38,98.63,106.3
2025-08-01,East,Product A,Retail,Enterprise,15780.75,0.9413,0.0307,0.04,2.02,155.72,101.34
2025-08-01,East,Product A,Retail,SMB,10557.6,0.924,0.0233,0.0335,1.48,105.35,100.21
2025-08-01,East,Product A,Distributor,Enterprise,17509.13,0.9201,0.0189,0.0478,2.16,176.85,99.01
2025-08-01,East,Product A,Distributor,SMB,11528.11,0.9216,0.018,0.0482,1.1,113.9,101.21
2025-08-01,East,Product B,Retail,Enterprise,15954.65,0.9471,0.0251,0.0304,1.87,132.87,120.07
2025-08-01,East,Product B,Retail,SMB,10799.85,0.93,0.0138,0.0429,2.02,87.52,123.4
2025-08-01,East,Product B,Distributor,Enterprise,20101.53,0.9147,0.0296,0.0342,2.07,163.04,123.3
2025-08-01,East,Product B,Distributor,SMB,11536.06,0.9199,0.0295,0.0464,1.3,97.07,118.84
2025-08-01,East,Product C,Retail,Enterprise,15173.58,0.9188,0.0293,0.0494,1.83,108.89,139.35
2025-08-01,East,Product C,Retail,SMB,9842.96,0.9035,0.0321,0.0368,0.5,73.32,134.25
2025-08-01,East,Product C,Distributor,Enterprise,20143.68,0.9304,0.0235,0.0389,1.81,141.2,142.66
2025-08-01,East,Product C,Distributor,SMB,13618.23,0.9409,0.0308,0.0306,1.54,96.66,140.89
2025-08-01,East,Product D,Retail,Enterprise,10659.59,0.6228,0.2095,0.1573,4.86,100.71,105.85
2025-08-01,East,Product D,Retail,SMB,7486.05,0.6098,0.2103,0.1697,5.14,67.75,110.5
2025-08-01,East,Product D,Distributor,Enterprise,13269.97,0.6082,0.1887,0.2139,6.99,120.73,109.91
2025-08-01,East,Product D,Distributor,SMB,9480.21,0.6133,0.1921,0.2359,2.5,86.3,109.85
2025-08-01,West,Product A,Retail,Enterprise,15103.03,0.9396,0.0331,0.0395,2.97,147.96,102.08
2025-08-01,West,Product A,Retail,SMB,9437.49,0.9118,0.0367,0.0466,0.98,95.47,98.85
2025-08-01,West,Product A,Distributor,Enterprise,17692.83,0.9595,0.0173,0.0379,1.87,175.12,101.03
2025-08-01,West,Product A,Distributor,SMB,10434.98,0.9259,0.0287,0.0589,1.06,102.72,101.59
2025-08-01,West,Product B,Retail,Enterprise,15193.49,0.9448,0.0222,0.035,2.05,126.39,120.21
2025-08-01,West,Product B,Retail,SMB,10184.39,0.9116,0.0325,0.0432,0.67,87.56,116.32
2025-08-01,West,Product B,Distributor,Enterprise,17633.31,0.941,0.0182,0.0333,1.9,146.92,120.02
2025-08-01,West,Product B,Distributor,SMB,11862.36,0.9116,0.0268,0.0487,1.42,98.01,121.03
2025-08-01,West,Product C,Retail,Enterprise,15494.24,0.9175,0.0246,0.0501,1.27,110.83,139.8
2025-08-01,West,Product C,Retail,SMB,9585.29,0.933,0.0231,0.0439,1.09,68.98,138.97
2025-08-01,West,Product C,Distributor,Enterprise,18746.28,0.9449,0.0203,0.0328,1.54,131.1,142.99
2025-08-01,West,Product C,Distributor,SMB,11309.09,0.9234,0.0226,0.0346,0.83,82.18,137.61
2025-08-01,West,Product D,Retail,Enterprise,15501.65,0.9671,0.0259,0.0377,1.69,140.5,110.33
2025-08-01,West,Product D,Retail,SMB,10077.98,0.9612,0.0208,0.0469,1.2,91.02,110.72
2025-08-01,West,Product D,Distributor,Enterprise,16351.17,0.949,0.0207,0.0399,0.9,146.95,111.27
2025-08-01,West,Product D,Distributor,SMB,10827.51,0.923,0.0195,0.0418,0.9,96.91,111.73
